"","id","StartDate","EndDate","studytime","bottest_filter","handw","discomfort1_1","discomfort1_2","discomfort1_3","discomfort1_4","discomfort1_5","discomfort1_6","discomfort1_7","discomfort1_8","dginstrux","comp2","fairQ","fairQ_rt_First.Click","fairQ_rt_Last.Click","fairQ_rt_Page.Submit","fairQ_rt_Click.Count","assignrt_First.Click","assignrt_Last.Click","assignrt_Page.Submit","assignrt_Click.Count","forced","preventRT_First.Click","preventRT_Last.Click","preventRT_Page.Submit","preventRT_Click.Count","comp1","r1_rt_First.Click","r1_rt_Last.Click","r1_rt_Page.Submit","r1_rt_Click.Count","dg1","dg1_rt_First.Click","dg1_rt_Last.Click","dg1_rt","dg1_rt_Click.Count","r2_rt_First.Click","r2_rt_Last.Click","r2_rt_Page.Submit","r2_rt_Click.Count","dg2","dg2_rt_First.Click","dg2_rt_Last.Click","dg2_rt","dg2_rt_Click.Count","r3_rt_First.Click","r3_rt_Last.Click","r3_rt_Page.Submit","r3_rt_Click.Count","dg3","dg3_rt_First.Click","dg3_rt_Last.Click","dg3_rt","dg3_rt_Click.Count","r4_rt_First.Click","r4_rt_Last.Click","r4_rt_Page.Submit","r4_rt_Click.Count","dg4","dg4_rt_First.Click","dg4_rt_Last.Click","dg4_rt","dg4_rt_Click.Count","r5_rt_First.Click","r5_rt_Last.Click","r5_rt_Page.Submit","r5_rt_Click.Count","dg5","dg5_rt_First.Click","dg5_rt_Last.Click","dg5_rt","dg5_rt_Click.Count","num1","num2","num3","num4","num5","num6","num7","num8a","num8b","num9","num10","num11","num12","num13","num14","compcheck","Guess","memQrt_First.Click","memQrt_Last.Click","memQrt_Page.Submit","memQrt_Click.Count","conf","discomfort3_1","discomfort3_2","discomfort3_3","discomfort3_4","discomfort3_5","discomfort3_6","discomfort3_7","discomfort3_8","responsible","gender","age","deception1","deception2","feedbackexcl","dgXP","id.1","dg1.1","dg2.1","dg3.1","dg4.1","dg5.1","Numeracy","DGAverage","AveRT","GuessVsAve","GuessVsAveA","DG.stdev","FairVsActual","discomfort_t1","discomfort_t2","diss","posA_t1","posA_t2","posAdiff"
"43",43,"7/12/19 7:47","7/12/19 7:56",9,1,"If you can't be there in person, send a letter.",3,3,5,5,5,2,1,2,"I have carefully read and understand the instructions above.",FALSE,20,5.129,13.067,13.554,4,0,0,2.107,0,"I have carefully read and understand the instructions above.",2.971,18.156,19.199,3,FALSE,0,0,3.118,0,50,6.098,8.063,8.784,2,0,0,3.116,0,40,2.498,2.498,3.495,1,0,0,3.215,0,30,2.41,2.41,3.374,1,0,0,3.007,0,20,1.988,4.388,4.866,3,0,0,3.104,0,20,1.656,1.656,2.44,1,"500","10","0.1","1 in 10","10%","2","2 in 100","10","100","20","50","1 in 12 chance","10","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",32,0.543,7.914,8.791,3,4,1,1,3,4,4,3,1,3,1,"Female",20,1,1,1,2,64,50,40,30,20,20,13,32,4.5918,0,0,13.0384048104053,-12,3.66666666666667,1.66666666666667,-2,3,3,0
"44",44,"7/12/19 7:45","7/12/19 7:56",11,1,"If you can't be there in person send a letter.",2,1,1,2,4,3,1,2,"I have carefully read and understand the instructions above.",FALSE,30,0.867,7.444,8.782,3,0,0,2.107,0,"I have carefully read and understand the instructions above.",3.31,6.158,13.856,3,TRUE,0,0,3.007,0,40,2.829,2.829,3.721,1,0,0,3.007,0,30,2.477,2.477,3.521,1,0,0,3.107,0,30,1.825,1.825,2.855,1,0,0,3.007,0,30,1.507,3.151,4.234,2,0,0,3.007,0,10,1.627,1.627,2.854,1,"500","10","0.1","1 in 100","10%","2","2 in 100","10 in 100","100 in 1000","20","0.01","1 in 12 chance","50","10","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",35,6.912,6.912,8.233,1,5,1,1,1,4,5,4,2,3,2,"Male",22,1,1,1,2,62,40,30,30,30,10,8,28,3.437,7,7,10.9544511501033,2,1.33333333333333,1,-0.333333333333333,2.4,3.6,1.2
"46",46,"7/12/19 7:49","7/12/19 7:56",7,1,"If you can't be there in person, send a letter.",1,1,1,6,6,4,1,4,"I have carefully read and understand the instructions above.",TRUE,50,4.354,4.354,5.126,1,0,0,2.122,0,"I have carefully read and understand the instructions above.",12.63,12.63,13.394,1,FALSE,0,0,3.016,0,50,2.525,2.525,3.235,1,0,0,3.234,0,50,1.411,1.902,3.078,2,0,0,3.014,0,30,1.15,1.675,2.876,2,0,0,3.012,0,50,1.236,1.236,2.095,1,0,0,3.02,0,50,1.373,1.373,2.121,1,"500","10","0.001","1 in 10","10%","2%","2/100","10","100","20","1","1 in 12 chance","20","64","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",42,13.984,18.336,19.013,2,6,1,1,1,5,5,5,1,4,1,"Female",21,1,1,1,2,508,50,50,30,50,50,11,46,2.681,-4,4,8.94427190999916,4,1,1,0,4.2,4,-0.2
"50",50,"7/12/19 7:44","7/12/19 7:56",12,1,"If you can't be there in person, send a letter.",1,2,2,6,7,6,4,5,"I have carefully read and understand the instructions above.",FALSE,50,6.542,6.542,8.3,1,0,0,2.113,0,"I have carefully read and understand the instructions above.",18.618,18.618,20.151,1,FALSE,0,0,3.11,0,90,4.669,4.669,6.226,1,0,0,3.006,0,80,2.448,2.448,3.41,1,0,0,3.106,0,90,2.326,2.326,2.989,1,0,0,3.108,0,80,3.059,3.059,3.967,1,0,0,3.007,0,90,2.504,2.504,3.267,1,"500","10","10","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","81","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",86,4.56,5.672,13.088,2,5,3,3,3,7,7,6,3,4,1,"Female",27,1,1,1,2,241,90,80,90,80,90,13,86,3.9718,0,0,5.47722557505166,-36,1.66666666666667,3,1.33333333333333,5.6,5.4,-0.199999999999999
"51",51,"7/12/19 7:48","7/12/19 7:56",8,1,"If you cant be there in person, send a letter",4,3,2,3,3,2,7,3,"I have carefully read and understand the instructions above.",TRUE,30,4.697,4.697,6.282,1,0,0,2.138,0,"I have carefully read and understand the instructions above.",35.471,38.225,41.156,2,FALSE,0,0,3.146,0,30,6.051,6.051,7.478,1,0,0,3.145,0,30,3.276,3.276,4.296,1,0,0,3.018,0,30,2.287,2.287,3.702,1,0,0,3.035,0,30,3.493,3.493,5.257,1,0,0,3.043,0,30,9.093,9.093,10.705,1,"500","1","1%","1 in 1000","10%","2","1","90","900","20","5","1 in 37 chance","80","4","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall keeping",31,5.559,8.758,9.685,2,5,4,5,4,5,4,3,4,4,5,"Female",30,1,1,1,2,433,30,30,30,30,30,6,30,6.2876,1,1,0,0,3,4.33333333333333,1.33333333333333,3.6,4,0.4
"53",53,"7/12/19 7:45","7/12/19 7:56",11,1,"If you can't be there in person, send a letter.",1,1,1,7,6,4,1,3,"I have carefully read and understand the instructions above.",FALSE,50,8.22,8.22,9.172,1,0,0,2.012,0,"I have carefully read and understand the instructions above.",11.405,17.187,19.449,2,FALSE,0,0,3.112,0,50,7.203,7.203,9.959,1,0,0,3.01,0,50,11.876,11.876,12.716,1,0,0,3.011,0,50,5.27,5.27,6.172,1,0,0,3.012,0,50,24.493,24.493,25.745,1,0,0,3.11,0,50,5.312,5.312,6.362,1,"60","10","0.1","1 in 10","10%","2","2","10","1","20","0.05","1 in 12 chance","90","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,1.767,1.767,3.271,1,7,1,1,1,6,6,3,1,2,1,"Male",41,1,1,1,1,33,50,50,50,50,50,11,50,12.1908,0,0,0,0,1,1,0,4.2,3.6,-0.6
"58",58,"7/12/19 7:49","7/12/19 7:56",7,1,"If you can't be there in person, send a letter.",3,1,1,4,5,2,4,3,"I have carefully read and understand the instructions above.",FALSE,50,6.917,6.917,7.683,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",15.243,15.243,16.037,1,FALSE,0,0,3.006,0,30,3.823,3.823,4.792,1,0,0,3.006,0,30,2.11,2.11,2.886,1,0,0,3.107,0,40,1.886,1.886,2.749,1,0,0,3.008,0,20,1.922,1.922,2.718,1,0,0,3.005,0,10,1.488,1.488,2.462,1,"500","10","0.1","1 in 10","10%","2","1 in 50","10","100","20","1","1 in 12 chance","10","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",26,2.968,5.4,10.257,4,7,1,1,1,6,6,5,5,6,1,"Male",44,1,1,1,1,469,30,30,40,20,10,13,26,3.1214,0,0,11.4017542509914,24,1.66666666666667,1,-0.666666666666667,3.6,5.6,2
"59",59,"7/12/19 7:47","7/12/19 7:56",9,1,"If you can't be there in person, send a letter.",1,2,1,7,7,5,4,5,"I have carefully read and understand the instructions above.",FALSE,10,6.025,6.025,7.178,1,0,0,2.007,0,"I have carefully read and understand the instructions above.",25.114,25.114,26.323,1,FALSE,2.438,2.438,3.007,1,50,3.918,3.918,5.021,1,0,0,3.109,0,50,2.946,2.946,3.936,1,0,0,3.006,0,50,3.109,3.109,4.177,1,0,0,3.007,0,50,2.595,2.595,3.608,1,0,0,3.007,0,50,2.036,2.036,3.072,1,"500","10","0.10%","1 in 10","10%","2%","2 in 100","10","100","20","5","1 in 12 chance","90%","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,2.792,9.392,10.812,3,4,3,3,1,5,5,5,2,5,1,"Male",68,1,1,1,1,698,50,50,50,50,50,14,50,3.9628,0,0,0,-40,1.33333333333333,2.33333333333333,1,5.6,4.4,-1.2
"60",60,"7/12/19 7:45","7/12/19 7:56",11,1,"If you can't be there in person, send a letter.",1,1,1,1,6,1,1,4,"I have carefully read and understand the instructions above.",FALSE,20,5.797,9.297,10.279,3,0,0,2.006,0,"I have carefully read and understand the instructions above.",21.745,21.745,22.594,1,FALSE,0,0,3.106,0,30,3.201,3.201,5.42,1,0,0,3.01,0,20,1.865,1.865,2.984,1,0,0,3.108,0,30,1.527,1.527,2.374,1,0,0,3.006,0,30,1.776,1.776,2.746,1,0,0,3.006,0,30,1.545,1.545,2.877,1,"500","10","0.10%","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",28,4.095,4.095,5.549,1,7,1,1,1,4,4,4,2,4,1,"Female",38,1,1,1,3,425,30,20,30,30,30,13,28,3.2802,0,0,4.47213595499958,-8,1,1,0,2.6,3.6,1
"62",62,"7/12/19 7:46","7/12/19 7:57",11,1,"regular old put-a-stamp-on-it mail mail.If you can't be there in person, send a letter.And if you have trouble finding the time, let us help you!",1,1,1,7,7,7,7,5,"I have carefully read and understand the instructions above.",FALSE,0,5.176,5.176,6.06,1,0,0,2.007,0,"I have carefully read and understand the instructions above.",0,0,22.905,0,FALSE,2.115,2.115,3.109,1,0,3.98,3.98,5.369,1,0,0,3.009,0,0,1.278,1.278,2.245,1,0,0,3.007,0,0,1.18,1.18,2.272,1,0,0,3.178,0,0,1.3,1.3,2.499,1,0,0,3.007,0,0,1.288,1.288,2.23,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",0,2.743,2.743,3.478,1,7,1,1,1,7,7,7,7,6,1,"Male",27,1,1,1,1,306,0,0,0,0,0,14,0,2.923,0,0,0,0,1,1,0,6.6,6.8,0.2
"63",63,"7/12/19 7:47","7/12/19 7:57",10,1,"If you can't be there in person, send a letter.",3,1,3,5,5,5,2,2,"I have carefully read and understand the instructions above.",FALSE,50,8.73,8.73,12.143,1,0,0,2.111,0,"I have carefully read and understand the instructions above.",25.509,25.509,26.255,1,FALSE,0,0,3.019,0,20,7.449,7.449,9.316,1,0,0,3.116,0,60,14.075,14.075,14.841,1,0,0,3.023,0,10,7.296,7.296,8.061,1,0,0,3.115,0,10,2.663,2.663,3.323,1,0,0,3.011,0,20,3.326,3.326,4.17,1,"200","10","0.10%","1 in 10","10%","2%","2%","10","100","20","5","1 in 12 chance","1","128%","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",20,6.409,10.909,11.607,2,3,3,5,2,6,5,6,2,5,1,"Male",45,1,1,1,4,231,20,60,10,10,20,11,24,7.9422,-4,4,20.7364413533277,26,2.33333333333333,3.33333333333333,1,3.8,4.8,1
"65",65,"7/12/19 7:46","7/12/19 7:57",11,1,"If you can't be there in person, send a letter. ",1,1,1,7,7,7,4,7,"I have carefully read and understand the instructions above.",TRUE,50,9.328,18.751,19.39,3,0,0,2.007,0,"I have carefully read and understand the instructions above.",23.54,23.54,24.323,1,FALSE,0,0,3.106,0,50,4.094,4.094,5.296,1,0,0,3.007,0,50,3.372,3.372,4.123,1,0,0,3.106,0,50,2.139,2.139,2.829,1,0,0,3.006,0,50,2.479,2.479,3.861,1,0,0,3.005,0,50,2.121,2.121,2.737,1,"500","1","1","1 in 10","10%","2","2","10","100","2","5","1 in 12 chance","90","72","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,7.344,7.344,8.467,1,7,1,1,1,7,7,7,4,7,1,"Female",44,1,1,1,2,662,50,50,50,50,50,11,50,3.7692,0,0,0,0,1,1,0,6.4,6.4,0
"66",66,"7/12/19 7:49","7/12/19 7:57",8,1,"If you can't be there in person, send a letter.",1,1,2,5,6,6,3,5,"I have carefully read and understand the instructions above.",FALSE,40,7.347,7.347,8.321,1,0,0,2.116,0,"I have carefully read and understand the instructions above.",15.792,15.792,16.643,1,FALSE,0,0,3.007,0,50,3.468,3.468,4.822,1,0,0,3.106,0,50,1.453,1.453,2.407,1,0,0,3.007,0,50,1.443,1.443,2.464,1,0,0,3.108,0,50,1.711,1.711,2.758,1,0,0,3.007,0,50,1.237,1.237,2.229,1,"500","10","1","1 in 10","10%","2","50","1","10","20","10","1 in 12 chance","10","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,1.784,1.784,3.689,1,7,1,1,1,6,7,6,4,6,1,"Female",39,1,1,1,2,415,50,50,50,50,50,8,50,2.936,0,0,0,-10,1.33333333333333,1,-0.333333333333333,5,5.8,0.8
"72",72,"7/12/19 7:50","7/12/19 7:57",7,1,"If you can't be there in person, send a letter.",2,1,1,6,6,5,4,5,"I have carefully read and understand the instructions above.",TRUE,50,6.08,6.08,6.743,1,0,0,2.024,0,"I have carefully read and understand the instructions above.",10.543,10.543,12.021,1,FALSE,0,0,3.019,0,50,3.456,3.456,4.261,1,0,0,3.112,0,50,2.458,2.458,3.351,1,0,0,3.123,0,50,2.128,2.128,2.885,1,0,0,3.114,0,50,2.657,3.312,3.854,2,0,0,3.023,0,50,28.53,29.772,30.457,2,"500","10","0.10%","1 in 10","10%","2%","1 in 50","10","100","20","5","1 in 12 chance","50","100%","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,1.466,1.466,2.918,1,7,1,1,1,6,7,6,5,2,1,"Female",25,1,1,1,1,497,50,50,50,50,50,13,50,8.9616,0,0,0,0,1.33333333333333,1,-0.333333333333333,5.2,5.2,0
"76",76,"7/12/19 7:49","7/12/19 7:57",8,1,"If you can't be there in person, send a letter.",2,2,2,6,6,6,6,6,"I have carefully read and understand the instructions above.",FALSE,50,9.764,17.064,18.353,6,0,0,2.008,0,"I have carefully read and understand the instructions above.",15.943,15.943,16.965,1,FALSE,0,0,3.007,0,50,3.311,4.542,8.174,3,0,0,3.007,0,50,1.356,1.356,2.441,1,0,0,3.008,0,50,1.241,1.241,2.184,1,0,0,3.008,0,50,0.83,1.276,2.266,2,0,0,3.108,0,50,1.063,1.063,3.252,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","1","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,1.518,3.191,6.274,2,7,1,1,2,6,6,6,6,5,1,"Female",35,1,1,1,2,688,50,50,50,50,50,14,50,3.6634,0,0,0,0,2,1.33333333333333,-0.666666666666667,6,5.8,-0.2
"77",77,"7/12/19 7:49","7/12/19 7:57",8,1,"If you can't be there in person, send a letter. ",3,4,5,5,5,3,3,3,"I have carefully read and understand the instructions above.",TRUE,50,6.017,6.017,7.511,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",8.872,8.872,9.98,1,FALSE,0,0,3.106,0,50,5.168,5.168,6.363,1,0,0,3.106,0,40,3.678,3.678,5.07,1,0,0,3.106,0,60,3.397,3.397,4.432,1,0,0,3.007,0,60,2.58,2.58,3.828,1,0,0,3.007,0,50,2.481,2.481,3.667,1,"500","0.001","0.001","1 in 10","10%","2","2","10","1","20","5","1 in 12 chance","18","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,3.112,4.579,5.75,2,6,3,4,4,5,5,5,3,3,7,"Female",51,1,1,1,4,270,50,40,60,60,50,11,52,4.672,-2,2,8.36660026534076,-2,4,3.66666666666667,-0.333333333333333,3.8,4.2,0.4
"79",79,"7/12/19 7:47","7/12/19 7:58",11,1,"If you can't be there in person, send a letter.",4,2,3,5,5,5,5,4,"I have carefully read and understand the instructions above.",FALSE,10,11.262,18.432,19.805,3,0,0,2.129,0,"I have carefully read and understand the instructions above.",20.104,20.104,20.893,1,FALSE,0,0,3.031,0,0,4.655,4.655,7.771,1,0,0,3.021,0,10,1.984,1.984,3.652,1,0,0,3.02,0,0,2.582,2.582,3.782,1,0,0,3.021,0,0,2.953,2.953,4.338,1,0,0,3.125,0,0,3.296,3.296,4.614,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",2,12.582,12.582,20.426,1,4,2,2,2,6,6,6,6,6,1,"Male",35,1,1,1,4,292,0,10,0,0,0,15,2,4.8314,0,0,4.47213595499958,8,3,2,-1,4.8,6,1.2
"80",80,"7/12/19 7:45","7/12/19 7:58",13,1,"If you can't be there in person, send a letter. ",1,1,1,6,7,7,7,6,"I have carefully read and understand the instructions above.",FALSE,10,22.953,22.953,24.419,1,0,0,2.011,0,"I have carefully read and understand the instructions above.",1.801,19.577,37.664,5,FALSE,0,0,3.008,0,50,6.094,6.094,8.683,1,0,0,3.129,0,50,2.715,2.715,4.025,1,0,0,4.455,0,50,2.44,2.44,3.535,1,0,0,4.623,0,50,1.922,3.225,4.489,2,0,0,3.129,0,50,2.157,2.157,3.644,1,"500","10","0.001","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","10","128","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,3.055,5.169,6.524,3,7,1,1,1,7,5,6,7,6,7,"Female",26,1,1,1,1,226,50,50,50,50,50,12,50,4.8752,0,0,0,-40,1,1,0,6.6,6.2,-0.399999999999999
"82",82,"7/12/19 7:46","7/12/19 7:58",12,1,"If you can't be there in person send a letter.",1,1,1,6,6,6,6,6,"I have carefully read and understand the instructions above.",FALSE,50,6.406,6.406,8.087,1,0,0,2.112,0,"I have carefully read and understand the instructions above.",21.169,33.476,41.679,2,FALSE,0,0,3.007,0,50,5.663,5.663,7.17,1,0,0,3.007,0,50,4.093,4.093,5.507,1,0,0,3.109,0,50,3.755,3.755,4.907,1,0,0,3.008,0,50,3.767,3.767,5.1,1,0,0,3.008,0,40,2.973,2.973,4.216,1,"500","10","1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","10","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,2.787,6.047,8.898,2,6,1,1,1,6,6,6,5,6,1,"Male",48,1,1,1,2,671,50,50,50,50,40,12,48,5.38,2,2,4.47213595499958,2,1,1,0,6,5.8,-0.2
"83",83,"7/12/19 7:48","7/12/19 7:58",10,1,"If you can't be there in person, send a letter.",2,1,1,5,5,5,3,3,"I have carefully read and understand the instructions above.",FALSE,50,5.067,5.067,6.176,1,0,0,2.009,0,"I have carefully read and understand the instructions above.",15.834,15.834,16.829,1,FALSE,0,0,3.007,0,50,4.901,4.901,6.498,1,0,0,3.007,0,50,7.877,7.877,8.888,1,0,0,3.109,0,50,3.309,3.309,4.499,1,0,0,3.108,0,50,2.522,2.522,3.759,1,0,0,3.108,0,50,2.646,2.646,3.833,1,"500","10","0.01","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,5.32,7.5,8.685,3,6,3,1,3,6,6,5,2,2,1,"Female",58,1,1,1,2,434,50,50,50,50,50,13,50,5.4954,0,0,0,0,1.33333333333333,2.33333333333333,1,4.2,4.2,0
"84",84,"7/12/19 7:47","7/12/19 7:58",11,1,"If you can't be there in person, send a letter.",1,1,1,6,5,6,4,2,"I have carefully read and understand the instructions above.",FALSE,20,8.715,9.423,9.798,2,0,0,2.113,0,"I have carefully read and understand the instructions above.",30.599,30.599,31.721,1,FALSE,0,0,3.108,0,50,7.721,7.721,9.645,1,0,0,3.11,0,50,4.419,4.419,5.307,1,0,0,3.008,0,50,1.819,2.354,3.111,2,0,0,3.107,0,50,1.064,2.03,2.549,3,0,0,3.006,0,50,0.895,2.101,2.474,3,"530","10","0.05","1 in 10","10%","2","1 in 50 years","10","100","20","5","1 in 12 chance","82","14","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,1.21,1.854,2.727,2,7,4,3,1,1,1,1,1,2,1,"Female",50,1,1,1,3,387,50,50,50,50,50,9,50,4.6172,0,0,0,-30,1,2.66666666666667,1.66666666666667,4.6,1.2,-3.4
"86",86,"7/12/19 7:46","7/12/19 7:58",12,1,"If you can't be there in person, send a letter.",1,1,1,5,6,4,1,3,"I have carefully read and understand the instructions above.",FALSE,50,7.937,7.937,9.646,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",22.731,22.731,23.639,1,FALSE,0,0,3.007,0,10,4.113,4.113,5.495,1,0,0,3.006,0,10,3.523,3.523,4.619,1,0,0,3.007,0,10,2.632,2.632,3.648,1,0,0,3.006,0,0,1.787,1.787,3.149,1,0,0,3.007,0,0,1.989,1.989,3.159,1,"500","10","0.1","1 in 10","10%","2%","2%","10","100","20%","5","1 in 12 chance","50%","64%","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",7,9.509,28.446,30.312,2,5,1,1,1,5,6,3,1,1,1,"Male",43,1,1,1,2,360,10,10,10,0,0,14,6,4.014,1,1,5.47722557505166,44,1,1,0,3.8,3.2,-0.6
"87",87,"7/12/19 7:50","7/12/19 7:58",8,1,"If you can't be there in person, send a letter.",2,2,2,6,7,6,4,4,"I have carefully read and understand the instructions above.",FALSE,20,7.039,7.039,7.955,1,0,0,2.005,0,"I have carefully read and understand the instructions above.",11.152,11.152,11.887,1,FALSE,0,0,3.106,0,50,2.386,2.386,3.398,1,0,0,3.107,0,50,1.532,1.532,2.322,1,0,0,3.107,0,50,1.199,1.199,2.058,1,0,0,3.007,0,50,1.286,1.286,2.1,1,0,0,3.006,0,50,1.125,1.125,1.858,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,1.352,1.352,3.005,1,7,2,2,2,6,7,6,4,6,1,"Female",27,1,1,1,5,558,50,50,50,50,50,14,50,2.3472,0,0,0,-30,2,2,0,5.4,5.8,0.399999999999999
"88",88,"7/12/19 7:47","7/12/19 7:58",11,1,"mail mail.",1,1,2,5,6,5,4,4,"I have carefully read and understand the instructions above.",FALSE,10,7.172,34.246,36.766,3,0,0,2.008,0,"I have carefully read and understand the instructions above.",18.654,18.654,20.242,1,FALSE,0,0,3.018,0,50,3.984,5.174,8.487,2,0,0,3.115,0,50,3.13,3.13,5.309,1,0,0,3.113,0,50,3.485,3.485,4.909,1,0,0,3.024,0,50,2.821,3.93,5.081,2,0,0,3.126,0,50,2.212,2.212,3.607,1,"500","1","1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","18","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,1.901,6.1,10.458,4,7,5,2,5,6,6,3,2,4,1,"Male",45,1,1,1,1,196,50,50,50,50,50,12,50,5.4786,0,0,0,-40,1.33333333333333,4,2.66666666666667,4.8,4.2,-0.6
"90",90,"7/12/19 7:47","7/12/19 7:58",11,1,"regular old put-a-stamp-on-it mail mail. If you can't be there in person, send a letter. And if you have trouble finding the time, let us help you!",1,1,1,5,6,3,2,5,"I have carefully read and understand the instructions above.",FALSE,10,8.115,69.531,70.847,3,0,0,2.008,0,"I have carefully read and understand the instructions above.",15.387,22.516,23.072,2,FALSE,0,0,3.107,0,50,4.84,4.84,7.996,1,0,0,3.007,0,50,2.461,2.461,3.888,1,0,0,3.108,0,50,2.234,2.234,3.014,1,0,0,3.007,0,50,2.212,2.212,2.793,1,0,0,3.108,0,50,1.843,1.843,2.503,1,"500","10","0.1","1 in 10","10%","2","200","10","100","20","5","1 in 12 chance","10","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,3.855,3.855,4.932,1,7,1,1,1,4,6,6,6,6,1,"Female",30,1,1,1,1,181,50,50,50,50,50,13,50,4.0388,0,0,0,-40,1,1,0,4.2,5.6,1.4
